game;n.players;int.rule;end.rule;winner1.perc;winner2.perc;winner3.perc;winner4.perc;winner5.perc;winner6.perc;moves.mean;moves.sd;moves.min;moves.25%;moves.median;moves.75%;moves.max;rounds.mean;rounds.sd;rounds.min;rounds.25%;rounds.median;rounds.75%;rounds.max;ahead1.mean.perc;ahead1.sd.perc;ahead1.min.perc;ahead1.25%.perc;ahead1.median.perc;ahead1.75%.perc;ahead1.max.perc;ahead2.mean.perc;ahead2.sd.perc;ahead2.min.perc;ahead2.25%.perc;ahead2.median.perc;ahead2.75%.perc;ahead2.max.perc;ahead3.mean.perc;ahead3.sd.perc;ahead3.min.perc;ahead3.25%.perc;ahead3.median.perc;ahead3.75%.perc;ahead3.max.perc;ahead4.mean.perc;ahead4.sd.perc;ahead4.min.perc;ahead4.25%.perc;ahead4.median.perc;ahead4.75%.perc;ahead4.max.perc;ahead5.mean.perc;ahead5.sd.perc;ahead5.min.perc;ahead5.25%.perc;ahead5.median.perc;ahead5.75%.perc;ahead5.max.perc;ahead6.mean.perc;ahead6.sd.perc;ahead6.min.perc;ahead6.25%.perc;ahead6.median.perc;ahead6.75%.perc;ahead6.max.perc;persistence.mean.perc;persistence.sd.perc;persistence.min.perc;persistence.25%.perc;persistence.median.perc;persistence.75%.perc;persistence.max.perc;persistence.1rounds;persistence.2rounds;persistence.3rounds;persistence.4rounds;persistence.5rounds;persistence.6rounds;persistence.7rounds;persistence.8rounds;persistence.9rounds;persistence.10rounds;persistence.11rounds;persistence.12rounds;persistence.13rounds;persistence.14rounds;persistence.15rounds;persistence.16rounds;persistence.17rounds;persistence.18rounds;persistence.19rounds;persistence.20rounds;1.players.ahead;2.players.ahead;3.players.ahead;4.players.ahead;5.players.ahead;6.players.ahead;not.random;lognorm.mean;lognorm.sd;lognorm.logLik;lognorm.AIC
tantra;4;stop;loose;0,28296;0,25868;0,23716;0,2212;NA;NA;61,90132;22,09983507;25;45;58;75;275;16,09738;5,533858474;7;12;15;19;69;0,360535328;0,279156129;0,020833333;0,111111111;0,285714286;0,545454545;1;0,241696794;0,263771986;0;0;0,15;0,416666667;0,962962963;0,2084089;0,251673187;0;0;0,090909091;0,368421053;0,964285714;0,189358978;0,247456295;0;0;0,0625;0,333333333;0,966666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,514430773;0,222781716;0,024390244;0,35;0,5;0,666666667;1;750;596;642;2491;6768;9591;8811;6199;3996;2765;1927;1312;892;814;637;527;449;315;217;107;1785;15257;22616;10342;NA;NA;1;2,723889043;0,327934914;-151394,3726;302792,7452
althoen;4;stop;loose;0,27056;0,25752;0,24288;0,22904;NA;NA;70,76288;28,15982872;25;50;66;85;355;18,31216;7,047932293;7;13;17;22;89;0,324100878;0,263190996;0,015625;0,090909091;0,25;0,5;1;0,239535724;0,255073358;0;0;0,166666667;0,4;0,96875;0,221837007;0,247693199;0;0;0,136363636;0,368421053;0,966666667;0,214526391;0,245456261;0;0;0,125;0,363636364;0,96875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,353083949;0,269786188;0,013157895;0,133333333;0,285714286;0,5;1;7137;4834;5111;7135;6457;4148;2422;1982;1860;1750;1524;1294;1039;843;623;463;370;321;201;158;1422;11941;22420;14217;NA;NA;1;2,83959379;0,366224444;-162701,1712;325406,3424
daykin;4;stop;loose;0,26314;0,25528;0,24426;0,23732;NA;NA;75,35216;40,46292091;21;48;66;92;451;19,46142;10,12089128;6;13;17;24;113;0,333630705;0,226953329;0,018518519;0,146879484;0,285714286;0,461538462;1;0,240097536;0,215555831;0;0,058823529;0,2;0,368421053;0,958333333;0,217176119;0,207955184;0;0,019422863;0,176470588;0,333333333;0,947368421;0,20909564;0,207936439;0;0;0,166666667;0,333333333;0,954545455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,307209534;0,231513693;0,010416667;0,133333333;0,238095238;0,4;1;4217;6703;7982;8001;6499;4844;3787;2688;1858;1277;829;485;325;195;132;73;49;24;14;8;791;8148;18773;22288;NA;NA;1;2,853025461;0,473745228;-176243,9199;352491,8397
historical72;4;stop;loose;0,26372;0,25312;0,24506;0,2381;NA;NA;87,87418;59,4196833;17;46;70;111;607;22,59226;14,86076933;5;12;18;28;152;0,34240207;0,23424883;0,011235955;0,148148148;0,296296296;0,5;1;0,243228182;0,21990796;0;0,058823529;0,2;0,375;0,970588235;0,216360723;0,212261178;0;0,025641026;0,166666667;0,336685774;0,970588235;0,198009024;0,205177143;0;0;0,142857143;0,3125;0,974358974;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,272745748;0,236375345;0,008403361;0,090909091;0,192307692;0,387261356;1;9755;8586;6772;5409;4286;3029;2392;1869;1580;1237;1021;746;689;499;391;317;280;212;190;138;705;7458;19290;22547;NA;NA;1;2,940011903;0,584888746;-191130,8405;382265,6809
historical84;4;stop;loose;0,2871;0,25738;0,23828;0,21724;NA;NA;48,3935;24,03609145;9;34;49;60;246;12,7192;6,016676439;3;9;13;16;62;0,392259882;0,272033322;0,025;0,153846154;0,333333333;0,611111111;1;0,22863617;0,249016718;0;0;0,142857143;0,375;0,961538462;0,194759792;0,234708275;0;0;0,1;0,333333333;0,961538462;0,184344156;0,231256104;0;0;0,083333333;0,3125;0,965517241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,340470425;0,271298821;0,018181818;0,125;0,25;0,5;1;14998;11759;5724;2863;2225;1957;1807;1666;1666;1677;1328;964;591;316;157;115;70;45;32;20;1538;14501;22918;11043;NA;NA;1;2,407471491;0,564367988;-162718,0622;325440,1245
abstract;5;stop;loose;0,35464;0,23874;0,1744;0,13172;0,1005;NA;135,1938;10,68463592;97;127;136;142;181;27,66232;2,140239199;20;26;28;29;37;0,376664737;0,381921194;0,027027027;0,037037037;0,148148148;0,807692308;1;0,230690337;0,339715736;0;0;0,03125;0,413793103;0,972222222;0,167133027;0,300784426;0;0;0;0,148148148;0,96969697;0,126830928;0,2673973;0;0;0;0,068965517;0,96969697;0,098680972;0,239087929;0;0;0;0,035714286;0,970588235;NA;NA;NA;NA;NA;NA;NA;0,627596416;0,317335497;0,027027027;0,35483871;0,714285714;0,923076923;1;2128;1577;1389;1179;1194;1177;1150;1092;1149;1123;1163;1162;1179;1265;1231;1264;1461;1557;1676;1806;3486;21482;20326;4475;231;NA;1;3,317066524;0,077652125;-109024,4347;218052,8694
ayres;5;stop;loose;0,23852;0,21526;0,19768;0,18004;0,1685;NA;58,38934;26,99525086;26;41;49;65;291;12,28142;5,402814692;6;9;10;14;59;0,316549409;0,245992614;0,022727273;0,111111111;0,235294118;0,5;1;0,196918881;0,233578563;0;0;0,111111111;0,333333333;0,952380952;0,175883262;0,223260846;0;0;0,083333333;0,307692308;0,958333333;0,157880149;0,214193694;0;0;0;0,277777778;0,964285714;0,1527683;0,215588817;0;0;0;0,277777778;0,954545455;NA;NA;NA;NA;NA;NA;NA;0,347064555;0,220331873;0,019607843;0,2;0,3;0,4;1;4571;10695;14314;8284;3089;1738;1656;1577;1201;930;591;349;250;174;135;141;115;94;52;32;1067;12610;21962;11578;2783;NA;1;2,433780638;0,365348421;-142290,7684;284585,5368
tantra;5;stop;loose;0,24296;0,21752;0,19786;0,17974;0,16192;NA;72,83804;24,21789378;31;54;68;88;258;15,1695;4,847791226;7;11;14;18;52;0,326012571;0,270777879;0,025641026;0,090909091;0,235294118;0,5;1;0,207428579;0,253602925;0;0;0,090909091;0,357142857;0,96;0,177850479;0,240395111;0;0;0,058823529;0,307692308;0,956521739;0,152203989;0,226759293;0;0;0;0,25;0,956521739;0,136504381;0,221491711;0;0;0;0,2;0,958333333;NA;NA;NA;NA;NA;NA;NA;0,512308055;0,215936313;0,022222222;0,352941176;0,5;0,642857143;1;864;627;772;2897;7584;10283;9164;6131;3835;2441;1617;1007;719;526;443;359;262;206;110;62;1405;12932;21219;11834;2610;NA;1;2,67154539;0,306196607;-145347,8023;290699,6046
althoen;5;stop;loose;0,2242;0,2104;0,19778;0,19074;0,17688;NA;81,8913;30,08255547;31;60;77;98;317;16,978;6,022624132;7;13;16;20;64;0,283535144;0,249679943;0,020408163;0,076923077;0,1875;0,428571429;1;0,197679665;0,240573427;0;0;0,1;0,333333333;0,965517241;0,181959894;0,231933027;0;0;0,076923077;0,307692308;0,962962963;0,171532821;0,226529688;0;0;0,0625;0,285714286;0,961538462;0,165292477;0,224366894;0;0;0,055555556;0,277777778;0,965517241;NA;NA;NA;NA;NA;NA;NA;0,333108649;0,256666612;0,018518519;0,125;0,272727273;0,454545455;1;8080;5648;5962;7726;6674;3775;2278;1725;1541;1417;1253;1044;823;600;416;327;242;152;98;76;1033;9633;19363;15181;4790;NA;1;2,773283772;0,3407404;-155779,3962;311562,7923
daykin;5;stop;loose;0,21922;0,21246;0,19296;0,19486;0,1805;NA;85,19576;41,91026804;26;56;76;103;534;17,63866;8,384930503;6;12;16;21;107;0,296756559;0,219770015;0,018867925;0,117647059;0,25;0,413793103;1;0,202703861;0,209155299;0;0;0,151844532;0,315789474;0,947368421;0,178070773;0,196712019;0;0;0,125;0,285714286;0,947368421;0,16543573;0,190921899;0;0;0,105263158;0,266666667;0,952380952;0,157033077;0,188347169;0;0;0,093386628;0,25;0,947368421;NA;NA;NA;NA;NA;NA;NA;0,297603398;0,222563536;0,011363636;0,133333333;0,235294118;0,4;1;5429;8062;8649;8138;6246;4414;3106;2142;1520;951;588;313;211;112;44;45;14;8;4;4;570;6409;15147;16627;11247;NA;1;2,772011312;0,437645269;-168230,1631;336464,3262
historical72;5;stop;loose;0,21552;0,2067;0,19774;0,19284;0,1872;NA;93,424;55,87068618;21;54;78;116;650;19,2861;11,17664463;5;11;16;24;131;0,308504356;0,23323984;0,011494253;0,115384615;0,25;0,444444444;1;0,203946359;0,216958782;0;0;0,142857143;0,333333333;0,972972973;0,178731801;0,206708162;0;0;0,111111111;0,285714286;0,96969697;0,162270877;0,198997134;0;0;0,089418977;0,260869565;0,965517241;0,146546608;0,189801798;0;0;0,071428571;0,235294118;0,966666667;NA;NA;NA;NA;NA;NA;NA;0,288465869;0,233730926;0,007633588;0,1;0,214285714;0,416666667;1;10233;8385;6629;5530;4193;3236;2395;1942;1487;1183;947;746;627;505;410;320;260;199;154;120;550;6478;16420;17335;9217;NA;1;2,819206407;0,519992715;-179210,2232;358424,4463
historical84;5;stop;loose;0,2432;0,21282;0,19526;0,18066;0,16806;NA;55,02356;27,13500048;11;32;57;71;240;11,60926;5,431597582;3;7;12;15;49;0,358931803;0,260976234;0,024390244;0,142857143;0,285714286;0,545454545;1;0,194874902;0,235004218;0;0;0,095238095;0,333333333;0,954545455;0,164207996;0,219969344;0;0;0,066666667;0,266666667;0,947368421;0,143220756;0,209382049;0;0;0;0,230769231;0,947368421;0,138764542;0,206929249;0;0;0;0,214285714;0,954545455;NA;NA;NA;NA;NA;NA;NA;0,325888231;0,257476292;0,023255814;0,125;0,235294118;0,5;1;17323;12256;5625;2919;2097;1745;1509;1344;1334;1266;1047;742;389;161;110;61;29;20;14;5;1171;11966;20922;12796;3145;NA;1;2,314416061;0,567112871;-158307,8833;316619,7666
abstract;6;stop;loose;0,32448;0,22114;0,1617;0,1219;0,09624;0,07454;161,53074;12,7287146;115;152;162;170;221;27,55168;2,1224748;20;26;28;29;37;0,350270346;0,374233913;0,027777778;0,037037037;0,107142857;0,76;1;0,213705685;0,331598709;0;0;0;0,333333333;0,970588235;0,154372783;0,29179994;0;0;0;0,111111111;0,970588235;0,117053709;0,258979157;0;0;0;0,04;0,96969697;0,091464599;0,23122162;0;0;0;0,033333333;0,96969697;0,073132877;0,209063481;0;0;0;0;0,971428571;0,618309336;0,315502074;0,027027027;0,344827586;0,703703704;0,916666667;1;2168;1548;1390;1286;1274;1171;1212;1189;1163;1185;1166;1185;1211;1327;1338;1312;1499;1562;1743;1972;2757;19729;21117;5875;508;14;1;3,313086357;0,077282713;-108586,9953;217177,9905
ayres;6;stop;loose;0,20792;0,18774;0,16878;0,15752;0,14296;0,13508;65,42118;26,79101981;31;49;58;72;300;11,49776;4,463060986;6;9;10;13;51;0,292198731;0,236298659;0,023255814;0,1;0,181818182;0,444444444;1;0,170706876;0,222211666;0;0;0,05;0,3;0,952380952;0,154503167;0,214363925;0;0;0;0,272727273;0,95;0,137497134;0,204142163;0;0;0;0,25;0,95;0,123851398;0,194441811;0;0;0;0,214285714;0,95;0,121242695;0,196418982;0;0;0;0,210526316;0,958333333;0,33469272;0,207279564;0,02;0,2;0,3;0,4;1;5170;11871;14649;8357;2886;1515;1481;1311;951;669;402;213;145;86;88;79;54;41;24;6;777;10997;20988;13012;3625;601;1;2,383870489;0,324311337;-133837,8857;267679,7714
tantra;6;stop;loose;0,21414;0,18808;0,17404;0,15464;0,14004;0,12906;83,89462;26,24807373;37;63;79;100;288;14,57724;4,371939645;7;11;14;17;49;0,301575148;0,262299618;0,027027027;0,090909091;0,2;0,444444444;1;0,18482973;0,244704435;0;0;0,066666667;0,307692308;0,961538462;0,15736304;0,230664592;0;0;0;0,260869565;0,958333333;0,133499499;0,215508203;0;0;0;0,2;0,958333333;0,114969385;0,203614262;0;0;0;0,15;0,956521739;0,107763198;0,202427904;0;0;0;0,111111111;0,954545455;0,508831268;0,210451656;0,032258065;0,357142857;0,5;0,636363636;1;1001;748;878;3315;8122;10646;9107;6026;3686;2234;1415;857;551;417;325;218;186;126;61;40;1098;11458;20638;12764;3588;454;1;2,637248366;0,287909179;-140553,8349;281111,6699
althoen;6;stop;loose;0,19312;0,17738;0,16866;0,15944;0,1566;0,1448;93,11902;32,13077438;37;69;88;111;330;16,1074;5,35512827;7;12;15;19;56;0,256718497;0,238571157;0,022727273;0,076923077;0,142857143;0,384615385;1;0,169126047;0,22843102;0;0;0,058823529;0,285714286;0,962962963;0,157721671;0,220955906;0;0;0,043478261;0,266666667;0,958333333;0,1454304;0,212094978;0;0;0;0,238095238;0,96;0,136554192;0,206674581;0;0;0;0,222222222;0,961538462;0,134449193;0,205374945;0;0;0;0,214285714;0,96;0,320804422;0,247493166;0,018518519;0,125;0,263157895;0,444444444;1;8553;6622;6290;8043;6652;3776;2121;1563;1274;1190;1019;857;599;439;315;212;160;123;65;54;859;8258;17705;15361;6541;1276;1;2,727141207;0,321771884;-150608,366;301220,7321
daykin;6;stop;loose;0,18676;0,17746;0,16926;0,16524;0,15386;0,14742;94,22584;42,37593929;31;65;86;114;446;16,29102;7,064225748;6;11;15;20;75;0,27498899;0,216087244;0,015625;0,1;0,212121212;0,382352941;1;0,17526257;0,199727299;0;0;0,115384615;0,277777778;0,941176471;0,156303109;0,190949415;0;0;0,090909091;0,25;0,941176471;0,141846909;0,182912275;0;0;0,071428571;0,227272727;0,941176471;0,127705913;0,172821415;0;0;0,055555556;0,2;0,944444444;0,123892509;0,173391039;0;0;0,041666667;0,2;0,947368421;0,293095782;0,219115544;0,014492754;0,130434783;0,230769231;0,384615385;1;6627;8748;9126;8050;6075;3995;2649;1806;1219;743;459;248;115;68;45;16;6;3;1;1;488;5536;13403;14951;10803;4819;1;2,706334795;0,407611436;-161391,6204;322787,2408
historical72;6;stop;loose;0,1877;0,1744;0,17122;0,16174;0,15546;0,14948;100,64126;54,8189302;25;62;87;124;601;17,36114;9,134343251;5;11;15;21;101;0,286484203;0,229374848;0,012820513;0,1;0,214285714;0,416666667;1;0,181914722;0,213927859;0;0;0,105263158;0,294117647;0,96969697;0,158854056;0,203090481;0;0;0,076923077;0,25;0,962962963;0,137816991;0,190878457;0;0;0,052631579;0,217530658;0,958333333;0,123051742;0,181096893;0;0;0,024390244;0,19047619;0,964285714;0,111878285;0,173095879;0;0;0;0,166666667;0,976190476;0,299412752;0,23160791;0,00990099;0,111111111;0,230769231;0,428571429;1;10475;8416;6697;5452;4176;3133;2491;1984;1557;1202;1011;742;565;496;336;262;236;200;122;103;503;5874;15036;16312;9422;2853;1;2,73700744;0,476264268;-170708,179;341420,358
historical84;6;stop;loose;0,20732;0,18852;0,16848;0,15664;0,1473;0,13174;61,85706;30,57019985;13;34;66;82;237;10,9007;5,09584918;3;6;12;14;40;0,339756011;0,252218435;0,026315789;0,125;0,25;0,5;1;0,171568121;0,222863023;0;0;0,076923077;0,285714286;0,952380952;0,145674658;0,21029793;0;0;0;0,25;0,947368421;0,124723367;0,196355091;0;0;0;0,1875;0,944444444;0,110001098;0,187509294;0;0;0;0,153846154;0,947368421;0,108276745;0,185707918;0;0;0;0,153846154;0,956521739;0,317116893;0,248855204;0,026315789;0,125;0,230769231;0,470588235;1;19103;12520;5440;2618;2018;1650;1327;1104;1093;1118;910;536;293;130;61;39;17;8;8;2;943;10634;19521;13495;4732;675;1;2,252062709;0,56254808;-154786,1285;309576,2569
